Date,JPYUSD,GBPUSD,EURUSD,CADCNY,CADUSD,CADEUR,AUDJPY,NZDUSD,EURJPY,GBPJPY,EURGBP,EURSEK,EURCHF,EURHUF,CHFUSD,USDHKD,USDSGD,USDINR,USDMXN,USDPHP,USDIDR,USDTHB,USDMYR,USDZAR,CNYUSD
2006-01-02,117.800003,1.719188,1.181698,6.9147,0.858369,0.72611,86.169998,0.681385,139.199997,202.5,0.6872,9.4055,1.5544,252.380005,1.3158,7.7542,1.662,44.98,10.633,52.939999,9826.900391,40.959,3.7789,6.31,8.0682
2006-01-03,115.980003,1.748588,1.203297,6.9349,0.865202,0.71849,85.980003,0.681617,139.490005,202.660004,0.6883,9.3633,1.5503,251.210007,1.2884,7.7527,1.649,44.860001,10.606,52.389999,9648.900391,40.693001,3.7616,6.1916,8.0662
2006-01-04,116.220001,1.757315,1.211196,6.9967,0.870474,0.71818,86.760002,0.689608,140.779999,204.210007,0.6891,9.33,1.5467,250.050003,1.2771,7.7538,1.6452,44.68,10.581,52.299999,9623.0,40.339001,3.7641,6.1305,8.067
2006-01-05,116.0,1.75531,1.210698,6.9165,0.860882,0.71028,86.660004,0.686012,140.399994,203.539993,0.6896,9.3325,1.5453,250.289993,1.2765,7.7518,1.6463,44.669998,10.631,52.310001,9582.400391,40.130001,3.7629,6.1351,8.0637
2006-01-06,114.389999,1.770789,1.215407,6.8992,0.85778,0.70537,86.218002,0.69099,139.009995,202.539993,0.6861,9.3154,1.5426,250.149994,1.2698,7.7441,1.6379,44.290001,10.5585,52.380001,9528.900391,39.717999,3.7493,6.05,8.063
2006-01-09,114.540001,1.764602,1.207496,6.8847,0.856458,0.70907,86.129997,0.693289,138.289993,202.070007,0.6842,9.3401,1.5421,249.429993,1.2773,7.7521,1.6352,44.259998,10.5755,52.310001,9458.700195,39.665001,3.7485,6.02,8.062101
2006-01-10,114.449997,1.764509,1.206404,6.9187,0.859993,0.71245,85.769997,0.694686,138.039993,201.899994,0.6834,9.3579,1.5446,250.289993,1.2806,7.7518,1.6334,44.18,10.624,52.310001,9442.0,39.744999,3.7485,6.07,8.062
2006-01-11,114.279999,1.766691,1.213902,6.9458,0.86326,0.71073,86.279999,0.697204,138.710007,201.860001,0.687,9.3449,1.5461,249.580002,1.2738,7.751,1.6289,43.919998,10.5895,52.310001,9383.0,39.632999,3.7435,5.97,8.066
2006-01-12,114.629997,1.760904,1.2045,6.9261,0.861401,0.71485,85.949997,0.694011,138.0,201.729996,0.6839,9.3119,1.5467,249.820007,1.2847,7.751,1.6288,43.939999,10.5763,52.049999,9335.0,39.513,3.7405,6.0471,8.0639
2006-01-13,114.220001,1.777493,1.2143,6.9335,0.863036,0.71119,86.425003,0.697983,138.630005,203.119995,0.6823,9.3413,1.5472,250.339996,1.2763,7.7355,1.6282,44.07,10.553,52.150002,9249.299805,39.555,3.7261,6.0166,8.0678
2006-01-16,115.120003,1.76641,1.211607,6.9559,0.86408,0.71271,86.709999,0.695604,139.429993,203.240005,0.68575,9.3335,1.5497,249.509995,1.2791,7.753,1.6349,44.119999,10.5465,52.25,9358.900391,39.654999,3.744,5.985,8.0653
2006-01-17,115.584999,1.76719,1.210844,6.9084,0.860807,0.71073,86.870003,0.690179,139.940002,204.229996,0.68505,9.3147,1.5488,250.520004,1.2797,7.7523,1.6342,44.200001,10.572,52.299999,9453.599609,39.696999,3.7373,6.0,8.067
2006-01-18,115.260002,1.762208,1.2108,6.8522,0.852733,0.70408,86.160004,0.686577,139.589996,203.119995,0.68705,9.3137,1.5502,251.520004,1.2805,7.7532,1.6302,44.290001,10.5593,52.77,9485.0,39.396999,3.7555,6.038,8.0693
2006-01-19,115.5,1.757006,1.209102,6.9337,0.859697,0.71083,86.349998,0.681106,139.660004,202.919998,0.688,9.3332,1.5533,251.389999,1.2848,7.7535,1.6308,44.16,10.4975,52.73,9387.0,39.23,3.747,5.9508,8.0667
2006-01-20,115.269997,1.771009,1.213607,6.923,0.863558,0.71109,86.177002,0.67861,139.899994,204.089996,0.6852,9.2915,1.5485,250.25,1.277,7.7539,1.6268,44.150002,10.5443,52.75,9411.200195,39.16,3.733,5.9796,8.0581
2006-01-23,114.470001,1.786512,1.230406,6.9823,0.869868,0.70661,86.260002,0.68348,140.800003,204.490005,0.6884,9.2453,1.5469,249.589996,1.2575,7.7541,1.6208,44.07,10.5295,52.799999,9438.0,39.084999,3.75,5.94,8.0609
2006-01-24,115.040001,1.783485,1.226497,6.994,0.867528,0.70681,86.370003,0.68292,141.104996,205.160004,0.68755,9.2654,1.5483,249.729996,1.2626,7.7555,1.6245,44.169998,10.473,52.5,9478.0,39.290001,3.7465,6.007,8.0597
2006-01-25,115.769997,1.78409,1.2245,6.992,0.868583,0.70912,87.18,0.687096,141.75,206.490005,0.68635,9.2793,1.5481,248.559998,1.2645,7.7562,1.6233,44.02,10.5055,52.349998,9345.0,39.056,3.744,6.025,8.0627
2006-01-26,116.290001,1.781388,1.221493,7.0087,0.870398,0.7121,87.540001,0.68451,142.020004,207.139999,0.6856,9.2503,1.55,250.669998,1.269,7.7557,1.6264,43.990002,10.494,52.389999,9358.0,38.969002,3.7445,6.08,8.060001
2006-01-27,117.400002,1.76769,1.209395,7.0204,0.869943,0.71917,88.209,0.683901,141.919998,207.5,0.6837,9.2342,1.5518,250.800003,1.284,7.7604,1.626,43.935001,10.408,52.330002,9398.400391,38.978001,3.7597,6.1215,8.052301
2006-01-30,117.620003,1.767097,1.208605,7.0216,0.8726,0.72176,88.110001,0.681989,142.119995,207.820007,0.6838,9.2309,1.5558,251.419998,1.2873,7.7556,1.6291,44.02,10.427,52.189999,9375.599609,39.110001,3.7497,6.091,8.062
2006-01-31,117.309998,1.7786,1.214845,7.0702,0.878194,0.7226,88.879997,0.686295,142.490005,208.649994,0.6829,9.2203,1.5531,251.199997,1.2785,7.7567,1.6234,43.900002,10.4405,52.009998,9355.099609,38.904999,3.7513,6.0452,8.062
2006-02-01,117.970001,1.774906,1.206695,7.0647,0.876347,0.72595,88.82,0.685495,142.330002,209.320007,0.6796,9.2558,1.5543,251.110001,1.2885,7.7569,1.6296,44.080002,10.437,52.139999,9310.0,39.23,3.7563,6.0801,8.062
2006-02-02,118.514999,1.7786,1.208401,7.0398,0.873897,0.72291,89.25,0.689608,143.190002,210.759995,0.6794,9.2937,1.5545,250.479996,1.2866,7.7549,1.6354,44.16,10.5005,52.139999,9347.5,39.314999,3.7563,6.0581,8.062
2006-02-03,118.889999,1.762705,1.202704,7.0275,0.874355,0.72637,89.112999,0.687285,143.0,209.520004,0.6822,9.2696,1.5565,250.139999,1.295,7.7521,1.6351,44.080002,10.491,51.75,9280.299805,39.303001,3.741,6.0586,8.062
2006-02-06,119.07,1.747091,1.196301,7.0202,0.872448,0.72913,88.309998,0.681199,142.440002,208.0,0.6845,9.3135,1.5569,250.289993,1.3015,7.758,1.6295,44.139999,10.459,51.369999,9330.700195,39.439999,3.7398,6.0851,8.0569
2006-02-07,117.730003,1.746603,1.1993,6.9623,0.867227,0.7228,87.139999,0.67861,141.139999,205.550003,0.6864,9.309,1.5535,250.270004,1.2957,7.7588,1.6267,44.200001,10.5515,51.369999,9185.0,39.485001,3.7325,6.175,8.055
2006-02-08,118.489998,1.741311,1.196501,6.973,0.86949,0.72627,87.599998,0.675904,141.764999,206.279999,0.687,9.2686,1.5539,251.0,1.2989,7.7616,1.6323,44.119999,10.531,51.369999,9262.0,39.630001,3.724,6.1685,8.0525
2006-02-09,118.709999,1.745597,1.1994,6.9897,0.872296,0.7269,88.029999,0.681477,142.475006,207.199997,0.6873,9.2683,1.5572,250.339996,1.2977,7.7613,1.6302,44.09,10.477,51.369999,9225.0,39.564999,3.7285,6.1,8.0545
2006-02-10,117.830002,1.744592,1.190703,6.8114,0.858516,0.71119,86.579002,0.679302,140.309998,202.880005,0.6914,9.3047,1.5769,250.639999,1.3067,7.8613,1.6243,44.029999,10.483,51.43,9218.400391,39.213001,3.7267,6.1213,8.0482
2006-02-13,117.529999,1.743102,1.191199,6.9479,0.865801,0.72653,86.68,0.675083,139.979996,204.860001,0.6831,9.3442,1.5565,251.279999,1.3067,7.7601,1.6277,44.150002,10.5495,51.59,9226.0,39.165001,3.723,6.1345,8.0441
2006-02-14,117.599998,1.736111,1.191597,6.947,0.866626,0.72706,87.139999,0.674309,140.100006,204.100006,0.68625,9.3137,1.5583,251.440002,1.3079,7.7601,1.6284,44.150002,10.511,51.369999,9190.5,39.330002,3.7135,6.09,8.045
2006-02-15,117.940002,1.740311,1.188594,6.9415,0.863856,0.72653,87.150002,0.677415,140.139999,205.210007,0.6828,9.3286,1.5576,250.5,1.3104,7.7595,1.629,44.16,10.5355,51.48,9212.900391,39.320999,3.72,6.05,8.0545
2006-02-16,117.459999,1.739493,1.190703,6.9271,0.864304,0.72574,87.080002,0.668762,139.860001,204.289993,0.6844,9.3843,1.5592,250.949997,1.3096,7.7576,1.6334,44.240002,10.4755,51.630001,9185.200195,39.32,3.711,6.0421,8.048
2006-02-17,118.139999,1.742585,1.194201,6.9707,0.870625,0.72865,87.431,0.66769,141.070007,205.869995,0.6858,9.3634,1.5621,251.369995,1.3092,7.7546,1.6326,44.312,10.4335,51.720001,9204.0,39.165001,3.7079,5.98,8.0465
2006-02-20,118.360001,1.744896,1.193403,7.006,0.871688,0.73003,87.599998,0.670017,141.229996,206.460007,0.6839,9.3628,1.5607,251.369995,1.3079,7.7604,1.6291,44.360001,10.418,51.459999,9226.0,39.188999,3.718,5.989,8.047
2006-02-21,118.785004,1.745901,1.191995,6.9966,0.871612,0.73094,87.769997,0.661989,141.559998,207.339996,0.6825,9.387,1.558,252.119995,1.3072,7.7601,1.6303,44.32,10.473,51.799999,9241.900391,39.362999,3.7151,6.04,8.049501
2006-02-22,118.410004,1.744014,1.191597,6.9846,0.870701,0.73035,87.059998,0.658415,141.029999,206.449997,0.683,9.3652,1.5619,253.449997,1.31105,7.759,1.6299,44.48,10.459,51.810001,9244.299805,39.419998,3.72,6.0575,8.0456
2006-02-23,117.07,1.752203,1.192194,6.9677,0.867378,0.72748,86.419998,0.661594,139.550003,205.070007,0.68035,9.3955,1.5602,252.869995,1.3088,7.7587,1.6253,44.459999,10.46,51.630001,9260.0,39.252998,3.7146,6.1013,8.0455
2006-02-24,116.839996,1.7445,1.187804,6.993,0.870474,0.73298,86.466003,0.663086,138.759995,203.949997,0.6801,9.411,1.5638,251.479996,1.3183,7.7544,1.6236,44.290001,10.4795,52.0,9274.599609,39.306999,3.7144,6.07,8.0405
2006-02-27,116.209999,1.739887,1.185003,7.0468,0.877424,0.74025,85.720001,0.659805,137.669998,202.130005,0.6809,9.4454,1.567,252.089996,1.3227,7.7576,1.6221,44.41,10.47,51.75,9297.099609,39.195,3.7156,6.14,8.0387
2006-02-28,115.790001,1.754201,1.193004,7.0511,0.879585,0.73676,86.0,0.663042,138.134995,203.070007,0.68,9.4218,1.5638,252.910004,1.3109,7.7576,1.6201,44.25,10.4803,51.630001,9232.599609,39.028999,3.7113,6.15,8.0379
2006-03-01,116.059998,1.749996,1.191995,7.0503,0.880824,0.73877,86.440002,0.663394,138.330002,203.070007,0.681,9.4476,1.5647,253.020004,1.3128,7.7558,1.618,44.279999,10.4715,51.279999,9242.700195,38.887001,3.7011,6.14,8.0345
2006-03-02,115.839996,1.753494,1.203905,7.0637,0.883314,0.73335,86.559998,0.66769,139.419998,203.059998,0.6864,9.4586,1.5628,253.970001,1.2987,7.7568,1.613,44.18,10.5268,51.215,9106.400391,38.599998,3.6958,6.0693,8.0341
2006-03-03,116.410004,1.755895,1.204602,7.0615,0.882145,0.73174,86.672997,0.665779,140.149994,204.259995,0.6859,9.4585,1.5616,254.119995,1.2964,7.7591,1.6199,44.18,10.579,51.119999,9170.200195,38.806999,3.6983,6.155,8.034701
2006-03-06,117.589996,1.749904,1.201605,7.0296,0.877424,0.72993,86.949997,0.656599,141.279999,205.770004,0.6866,9.4343,1.56,254.229996,1.2982,7.7592,1.6273,44.25,10.6965,51.040001,9172.0,38.796001,3.7013,6.215,8.0345
2006-03-07,117.769997,1.736503,1.189004,6.9793,0.869868,0.73137,86.160004,0.648719,139.979996,204.440002,0.6845,9.4581,1.561,254.820007,1.3132,7.761,1.631,44.200001,10.6605,51.630001,9239.200195,39.023998,3.7112,6.2256,8.0404
2006-03-08,117.82,1.736805,1.192705,6.9377,0.864528,0.72464,86.449997,0.651084,140.479996,204.589996,0.6865,9.45,1.5595,258.589996,1.3077,7.7613,1.6311,44.380001,10.7115,51.150002,9302.0,39.240002,3.717,6.3,8.0455
2006-03-09,118.199997,1.73581,1.190405,6.9274,0.861401,0.72333,86.699997,0.646204,140.664993,205.110001,0.6856,9.4193,1.5644,257.01001,1.3143,7.7608,1.6295,44.459999,10.709,51.25,9300.0,39.129002,3.719,6.2363,8.0489
2006-03-10,119.0,1.726311,1.1911,6.9064,0.861623,0.72307,87.105003,0.640902,141.720001,205.419998,0.6897,9.3684,1.5688,259.029999,1.3173,7.7439,1.6275,44.452999,10.67,51.200001,9198.900391,39.070999,3.7074,6.2397,8.05
2006-03-13,118.660004,1.73581,1.196702,6.6435,0.863782,0.72166,87.169998,0.637308,141.990005,205.970001,0.689,9.3735,1.56845,263.040009,1.3109,7.7576,1.6248,44.389999,10.729,51.189999,9226.5,39.063,3.7101,6.225,8.0485
2006-03-14,117.68,1.747,1.201894,6.9447,0.864304,0.71901,86.730003,0.642385,141.399994,205.520004,0.68785,9.3673,1.565,262.309998,1.3023,7.758,1.6226,44.34,10.6675,51.049999,9165.0,39.115002,3.7135,6.2025,8.0473
2006-03-15,117.519997,1.747702,1.207103,6.9329,0.866176,0.71736,86.790001,0.645786,141.839996,205.350006,0.69065,9.3735,1.5634,261.390015,1.2951,7.7586,1.6189,44.099998,10.6483,50.990002,9093.700195,39.115002,3.6958,6.1706,8.036
2006-03-16,116.879997,1.75679,1.217493,6.9435,0.867378,0.71215,86.25,0.637389,142.259995,205.25,0.6929,9.3465,1.56945,259.399994,1.2893,7.7559,1.6171,44.349998,10.6315,51.049999,9105.799805,39.091999,3.6959,6.1575,8.0365
2006-03-17,115.910004,1.756512,1.2192,6.9187,0.863558,0.70746,84.463997,0.635001,141.240005,203.350006,0.6937,9.3279,1.5719,260.730011,1.2894,7.7574,1.6155,44.205002,10.651,50.93,9113.700195,38.755001,3.7047,6.219,8.0219
2006-03-20,116.370003,1.75571,1.216293,6.9115,0.861846,0.70852,83.760002,0.624298,141.5,204.229996,0.6926,9.3381,1.5699,262.019989,1.29115,7.7574,1.6145,44.360001,10.774,50.830002,9133.5,38.744999,3.6985,6.2847,8.029
2006-03-21,117.220001,1.749108,1.2108,6.8723,0.859919,0.71003,84.220001,0.624805,141.919998,204.990005,0.6922,9.362,1.5735,264.320007,1.2994,7.7593,1.6179,44.299999,10.843,50.810001,9172.400391,38.855,3.6853,6.324,8.026
2006-03-22,116.870003,1.746786,1.207904,6.8819,0.858001,0.71008,84.199997,0.628299,141.160004,204.130005,0.6913,9.3494,1.5765,264.769989,1.305,7.7572,1.6167,44.400002,10.879,51.049999,9081.5,38.98,3.6941,6.2785,8.026301
2006-03-23,117.830002,1.734305,1.197203,6.8816,0.858074,0.71654,83.849998,0.624298,141.039993,204.25,0.6901,9.3442,1.5757,264.100006,1.3164,7.758,1.6203,44.472,10.9055,50.889999,9089.0,39.116001,3.693,6.3167,8.0184
2006-03-24,117.449997,1.742585,1.2035,6.8621,0.856971,0.71144,83.415001,0.609793,141.339996,204.570007,0.6904,9.3555,1.5773,263.290009,1.31,7.7578,1.6194,44.466999,10.85,51.025002,9058.0,38.949001,3.6942,6.2413,8.0199
2006-03-27,116.730003,1.746389,1.2011,6.8573,0.855871,0.7123,82.440002,0.606097,140.199997,203.839996,0.6876,9.3582,1.5725,265.459991,1.3089,7.7591,1.6185,44.589001,10.963,50.91,9017.099609,38.823002,3.6973,6.2448,8.0114
2006-03-28,117.760002,1.743011,1.2011,6.8807,0.855139,0.71154,83.150002,0.604705,141.419998,205.229996,0.6888,9.3762,1.5718,265.369995,1.3091,7.7579,1.6213,44.591999,11.0073,50.900002,9064.400391,38.841,3.713,6.2831,8.0112
2006-03-29,117.769997,1.735207,1.203094,6.8212,0.852878,0.70882,83.18,0.604303,141.660004,204.309998,0.6932,9.4275,1.5752,265.869995,1.3095,7.7591,1.6218,44.580002,10.939,50.900002,9115.5,38.888,3.6902,6.2551,8.0159
2006-03-30,117.309998,1.747091,1.216797,6.8909,0.863707,0.70972,83.830002,0.6141,142.679993,204.910004,0.6963,9.4021,1.5771,265.019989,1.2965,7.7596,1.6168,44.459999,10.905,50.900002,9064.400391,38.790001,3.674,6.1633,8.0153
2006-03-31,117.760002,1.73771,1.211504,6.851,0.856604,0.70676,84.402,0.613911,142.639999,204.619995,0.6969,9.443,1.5801,263.529999,1.3043,7.7593,1.6156,44.528,10.866,50.98,9035.700195,38.82,3.6817,6.1615,8.0075
2006-04-03,117.800003,1.740008,1.213902,6.8258,0.853752,0.70314,84.110001,0.61459,142.949997,204.910004,0.6975,9.395,1.58285,262.5,1.3041,7.7598,1.616,44.530998,10.8332,50.84,8998.400391,38.757,3.6762,6.0938,8.011
2006-04-04,117.440002,1.755402,1.226001,6.877,0.859623,0.70102,84.620003,0.609385,143.970001,206.110001,0.6984,9.3731,1.5818,264.98999,1.2904,7.7588,1.6089,44.599998,10.921,50.740002,8953.0,38.581001,3.677,6.0188,8.0071
2006-04-05,117.440002,1.752695,1.228803,6.8692,0.860733,0.69999,85.330002,0.614704,144.259995,205.789993,0.7009,9.341,1.578,266.730011,1.2843,7.7587,1.6064,44.560001,10.998,50.740002,8978.099609,38.264,3.6664,6.0006,8.001001
2006-04-06,117.779999,1.751712,1.221404,6.9292,0.867227,0.70962,85.949997,0.612708,143.850006,206.270004,0.6972,9.3314,1.5763,268.059998,1.2906,7.7574,1.607,44.439999,11.078,50.799999,9011.299805,38.191002,3.6662,6.0458,7.998
2006-04-07,118.239998,1.744105,1.209497,6.9655,0.871612,0.71953,85.796997,0.610612,143.039993,206.059998,0.6939,9.3547,1.5735,267.25,1.301,7.7491,1.6068,44.549,11.119,50.950001,8988.700195,38.172001,3.6696,6.1242,8.0019
2006-04-10,118.410004,1.743314,1.211196,6.9435,0.870928,0.7187,86.330002,0.608902,143.399994,206.369995,0.6946,9.362,1.5775,266.070007,1.3024,7.7538,1.6077,44.66,11.087,50.849998,8959.200195,37.960999,3.6605,6.1365,7.9964
2006-04-11,118.209999,1.749598,1.214801,6.9743,0.874279,0.71927,86.559998,0.610612,143.509995,206.669998,0.6941,9.3232,1.5754,264.040009,1.2974,7.7573,1.6127,44.740002,11.017,50.939999,8958.099609,37.998001,3.6603,6.1094,8.001001
2006-04-12,118.410004,1.751314,1.211402,6.9579,0.870853,0.71865,86.849998,0.616105,143.389999,207.300003,0.6915,9.3405,1.5719,265.029999,1.2976,7.7567,1.6126,45.060001,11.03,50.939999,8983.599609,37.992001,3.6697,6.1071,8.0019
2006-04-13,118.540001,1.753094,1.211607,6.9511,0.869263,0.71741,86.290001,0.620617,143.600006,207.740005,0.691,9.3061,1.5714,266.73999,1.2971,7.7567,1.6083,45.040001,11.078,50.939999,8981.0,38.044998,3.6666,6.112,8.008
2006-04-14,118.68,1.752787,1.211196,6.6704,0.869414,0.7169,86.469002,0.618582,143.720001,207.839996,0.6913,9.3084,1.5722,266.929993,1.2964,7.7572,1.6093,44.994999,11.052,51.055,8984.299805,37.991001,3.5024,6.0901,8.0085
2006-04-17,117.809998,1.769912,1.2254,6.6208,0.872144,0.71159,86.849998,0.624337,144.350006,208.490005,0.6921,9.2875,1.5676,266.899994,1.2797,7.7569,1.6011,45.028,11.026,51.040001,8953.299805,37.945999,3.4614,6.0695,8.0085
2006-04-18,116.879997,1.783994,1.236705,6.9687,0.876808,0.70882,86.739998,0.630795,144.539993,208.520004,0.693,9.2996,1.5667,264.220001,1.2667,7.7547,1.5971,45.047001,10.923,51.040001,8911.900391,37.790001,3.6448,5.9662,8.014
2006-04-19,117.360001,1.791986,1.237808,7.0241,0.880902,0.71119,87.550003,0.632911,145.240005,210.25,0.6905,9.2785,1.5675,265.790009,1.2668,7.7539,1.5981,45.099998,10.944,51.040001,8872.0,37.765999,3.652,5.9426,8.0035
2006-04-20,117.410004,1.777999,1.230906,7.0234,0.87727,0.7123,86.550003,0.626017,144.509995,208.729996,0.692,9.291,1.5733,265.690002,1.2784,7.7545,1.5976,45.099998,11.036,51.040001,8920.700195,37.731998,3.6644,6.036,8.0035
2006-04-21,116.580002,1.78269,1.234096,7.0321,0.87943,0.71195,86.698997,0.633914,143.869995,207.740005,0.6923,9.3326,1.5738,263.059998,1.2751,7.7571,1.5964,45.000999,11.022,51.549999,8873.900391,37.787998,3.6571,5.9997,8.007
2006-04-24,114.599998,1.787214,1.238896,7.0289,0.87974,0.70987,85.203003,0.631313,141.960007,204.789993,0.6931,9.3382,1.5709,262.160004,1.2681,7.7531,1.5864,44.827,11.053,51.040001,8818.700195,37.666,3.6425,6.04,8.0065
2006-04-25,114.910004,1.787885,1.2429,7.0573,0.883861,0.71098,85.610001,0.6259,142.789993,205.380005,0.6951,9.3171,1.5752,263.839996,1.2677,7.7518,1.5879,44.82,11.14,51.570999,8807.099609,37.597,3.635,6.082,8.002
2006-04-26,114.760002,1.784886,1.244896,7.1062,0.886997,0.71225,86.349998,0.630597,142.850006,204.770004,0.69735,9.322,1.5809,265.350006,1.2701,7.7526,1.5886,45.02,11.117,51.040001,8784.200195,37.669998,3.6433,6.1337,8.0083
2006-04-27,114.18,1.801899,1.253196,7.1156,0.890393,0.70998,86.239998,0.632591,143.029999,205.559998,0.6955,9.2968,1.5787,263.73999,1.2598,7.7533,1.5833,44.799999,11.1011,51.040001,8766.299805,37.582001,3.6268,6.1451,8.0072
2006-04-28,113.82,1.825984,1.2636,7.1539,0.895576,0.70832,86.424004,0.636011,143.710007,207.660004,0.6918,9.2798,1.5641,263.089996,1.2384,7.7444,1.5809,44.901001,11.034,51.619999,8762.799805,37.481998,3.6201,5.9918,8.0039
2006-05-01,113.550003,1.825284,1.258004,7.1988,0.897344,0.71276,85.959999,0.638896,142.880005,207.240005,0.6891,9.2926,1.5604,263.429993,1.2405,7.753,1.5785,44.759998,11.058,51.400002,8824.200195,37.391998,3.6361,6.021,8.0039
2006-05-02,113.360001,1.839013,1.261702,7.2364,0.902772,0.71531,86.18,0.640615,143.009995,208.440002,0.68585,9.3352,1.5597,262.23999,1.2365,7.7535,1.5777,44.799999,10.9723,51.400002,8770.599609,37.477001,3.6211,6.026,8.0039
2006-05-03,113.790001,1.839486,1.262307,7.2192,0.901795,0.71403,87.440002,0.640082,143.630005,209.289993,0.6861,9.31,1.5621,259.890015,1.23775,7.7525,1.5748,44.799999,10.9825,51.400002,8766.799805,37.633999,3.6115,6.0151,8.0039
2006-05-04,113.584999,1.851989,1.270099,7.2044,0.901957,0.70987,87.519997,0.643418,144.25,210.350006,0.6856,9.314,1.5597,259.959991,1.228,7.7513,1.5767,44.889999,10.971,51.259998,8764.099609,37.722,3.6052,6.0257,8.0039
2006-05-05,112.559998,1.8596,1.272799,7.2394,0.905223,0.71063,86.902,0.641684,143.25,209.229996,0.6844,9.3196,1.5604,259.839996,1.2277,7.753,1.5707,44.77,10.937,51.450001,8777.0,37.615002,3.6066,6.0273,8.0039
2006-05-08,111.68,1.858114,1.270293,7.1927,0.899119,0.70751,85.82,0.632991,141.850006,207.490005,0.6835,9.317,1.5606,258.549988,1.2286,7.7512,1.5672,44.759998,10.907,51.191002,8748.0,37.473,3.5966,6.039,7.997
2006-05-09,111.010002,1.867588,1.276699,7.2543,0.909835,0.71225,85.93,0.631114,141.710007,207.259995,0.68345,9.3076,1.5572,260.390015,1.2198,7.7518,1.5667,44.771,10.863,51.130001,8710.599609,37.587002,3.5812,6.0132,7.9952
2006-05-10,110.830002,1.862614,1.277449,7.2619,0.907359,0.71023,85.68,0.62751,141.589996,206.410004,0.6858,9.313,1.5578,260.109985,1.2195,7.7483,1.5641,44.811001,10.8405,51.394001,8724.799805,37.57,3.5856,6.045,7.9935
2006-05-11,110.419998,1.885014,1.285198,7.2576,0.909174,0.70701,85.760002,0.63012,141.960007,208.149994,0.6818,9.3564,1.557,261.410004,1.2109,7.7509,1.5667,44.82,10.88,51.369999,8682.799805,37.678001,3.5783,6.0795,7.994
2006-05-12,109.970001,1.895088,1.292992,7.172,0.900739,0.69623,85.003998,0.628299,142.210007,208.440002,0.6816,9.3585,1.548,265.519989,1.1971,7.7556,1.5665,44.825001,11.005,51.297001,8752.0,37.855999,3.5673,6.1938,7.9965
2006-05-15,110.699997,1.876313,1.279001,7.1925,0.897988,0.70156,84.199997,0.621002,141.520004,207.639999,0.6815,9.4113,1.5508,266.040009,1.2131,7.752,1.5835,45.248001,11.1295,51.860001,9104.799805,38.029999,3.6217,6.4042,7.998
2006-05-16,109.760002,1.887398,1.285,7.1949,0.903342,0.70269,84.169998,0.626017,141.029999,207.080002,0.6806,9.4029,1.5518,262.399994,1.2078,7.7527,1.574,44.994999,11.005,51.860001,9188.599609,37.959,3.5927,6.33,7.993
2006-05-17,110.910004,1.882495,1.274194,7.1491,0.896781,0.70353,84.190002,0.623014,141.320007,208.75,0.6768,9.4135,1.5476,265.859985,1.2145,7.7535,1.58,44.625,11.171,51.860001,8978.900391,38.240002,3.5696,6.4338,7.991
2006-05-18,110.900002,1.893294,1.285099,7.1096,0.893176,0.69483,84.699997,0.6222,142.490005,209.949997,0.6786,9.3577,1.5484,264.279999,1.205,7.7541,1.5782,45.400002,11.1505,51.860001,9124.900391,38.050999,3.5874,6.448,8.0004
2006-05-19,111.660004,1.880017,1.276699,7.145,0.894935,0.69984,84.519997,0.621891,142.720001,209.929993,0.6797,9.3403,1.5542,263.23999,1.2175,7.7429,1.5832,45.294998,11.138,52.549999,9189.200195,38.143002,3.6129,6.481,8.01
2006-05-22,111.459999,1.885085,1.285298,7.1739,0.895496,0.69691,83.900002,0.623014,143.169998,210.020004,0.6816,9.3368,1.5489,263.890015,1.2053,7.754,1.5845,45.290001,11.244,52.580002,9242.700195,38.312,3.6276,6.5256,8.016
2006-05-23,112.139999,1.877088,1.278298,7.1499,0.889047,0.69531,84.190002,0.624103,143.350006,210.440002,0.681,9.335,1.5492,263.380005,1.212,7.754,1.5849,45.380001,11.3617,52.580002,9304.700195,38.326,3.6319,6.6245,8.01
2006-05-24,112.739998,1.871293,1.2774,7.1361,0.893017,0.69915,84.839996,0.635405,143.985001,210.910004,0.6824,9.3055,1.55355,262.410004,1.2162,7.7549,1.5878,45.68,11.1995,52.669998,9343.299805,38.476002,3.6349,6.5535,8.01
2006-05-25,111.760002,1.87561,1.281,7.1902,0.902935,0.70447,84.980003,0.640902,143.130005,209.559998,0.6828,9.3075,1.5579,260.809998,1.2163,7.7557,1.5788,45.769001,11.114,52.669998,9323.400391,38.292,3.6246,6.4906,8.01
2006-05-26,112.650002,1.859704,1.273902,7.2333,0.903506,0.70872,85.333,0.636983,143.460007,209.399994,0.6848,9.2961,1.5606,260.329987,1.225,7.7532,1.5799,45.755001,11.095,52.665001,9303.200195,38.314999,3.6409,6.4945,8.015
2006-05-29,112.559998,1.859911,1.275104,7.2355,0.904814,0.70927,85.400002,0.635284,143.520004,209.339996,0.6855,9.2892,1.5604,260.649994,1.2239,7.7543,1.5802,45.990002,11.162,52.669998,9293.400391,38.212002,3.6254,6.5075,8.0126
2006-05-30,112.150002,1.881715,1.286505,7.2935,0.909753,0.70681,85.419998,0.639509,144.309998,211.059998,0.6835,9.2588,1.5588,261.160004,1.2119,7.7578,1.579,46.080002,11.295,52.400002,9184.5,38.178001,3.6106,6.6908,8.022
